SLUR RATE,PROP CON,TR PRESS
100.6,1.0,8105.0
100.6,1.0,8106.0
100.6,1.0,8099.0
100.6,1.0,8112.0
100.7,1.0,8103.0
100.6,1.0,8102.0
100.7,1.0,8114.0
100.7,1.0,8106.0
100.7,1.0,8110.0
100.8,1.0,8110.0
100.9,1.0,8099.0
100.8,1.0,8112.0
100.8,1.0,8104.0
100.9,1.0,8093.0
100.8,1.0,8109.0
100.8,1.0,8096.0
100.7,1.0,8103.0
100.5,1.0,8103.0
100.5,1.0,8099.0
100.5,1.0,8097.0
100.5,1.0,8110.0
100.5,1.0,8101.0
100.6,1.0,8113.0
100.6,1.0,8117.0
100.7,1.0,8097.0
100.7,1.0,8097.0
100.6,1.0,8106.0
100.5,1.0,8108.0
100.5,1.0,8115.0
100.4,1.0,8107.0
100.3,1.0,8093.0
100.4,1.0,8101.0
100.3,1.0,8102.0
100.3,1.0,8103.0
100.5,1.0,8119.0
100.6,1.0,8106.0
100.6,1.0,8107.0
100.8,1.0,8117.0
100.6,1.0,8097.0
100.7,1.0,8105.0
100.6,1.0,8114.0
100.7,1.0,8105.0
100.7,1.0,8113.0
100.8,1.0,8097.0
100.8,1.0,8101.0
100.7,1.0,8103.0
100.8,1.0,8091.0
100.9,1.0,8104.0
100.8,1.0,8102.0
100.6,1.0,8092.0
100.7,1.0,8096.0
100.6,1.0,8106.0
100.6,1.0,8099.0
100.6,1.0,8123.0
100.7,1.0,8090.0
100.7,1.0,8090.0
100.4,1.0,8105.0
100.2,1.0,8090.0
100.2,1.0,8105.0
100.3,1.0,8112.0
100.3,1.0,8086.0
100.2,1.0,8088.0
100.2,1.0,8090.0
100.2,1.0,8105.0
100.2,1.0,8102.0
100.2,1.0,8101.0
100.3,1.0,8111.0
100.3,1.0,8107.0
100.3,1.0,8095.0
100.4,1.0,8100.0
100.3,1.0,8099.0
100.4,1.0,8098.0
100.8,1.0,8112.0
100.8,1.0,8109.0
100.9,1.0,8104.0
100.9,1.0,8110.0
100.8,1.0,8091.0
100.7,1.0,8110.0
100.8,1.0,8117.0
100.8,1.0,8101.0
100.6,1.0,8105.0
100.7,1.0,8109.0
100.7,1.0,8117.0
100.7,1.0,8107.0
100.8,1.0,8108.0
100.7,1.0,8112.0
100.7,1.0,8102.0
100.5,1.0,8109.0
100.6,1.0,8115.0
100.6,1.0,8115.0
100.6,1.0,8107.0
100.7,1.0,8104.0
100.7,1.0,8106.0
100.9,1.0,8107.0
100.9,1.0,8099.0
100.8,1.0,8102.0
100.8,1.0,8103.0
100.6,1.0,8102.0
100.7,1.0,8103.0
100.7,1.0,8093.0
100.8,1.0,8099.0
100.9,1.0,8105.0
100.9,1.0,8094.0
100.9,1.0,8105.0
100.8,1.0,8101.0
100.7,1.0,8088.0
100.6,1.0,8091.0
100.6,1.0,8088.0
100.6,1.0,8094.0
100.6,1.0,8101.0
100.7,1.0,8090.0
100.9,1.0,8097.0
101.0,1.0,8089.0
100.8,1.0,8093.0
100.9,1.0,8105.0
101.0,1.0,8092.0
101.1,1.0,8098.0
100.9,1.0,8093.0
100.9,1.0,8085.0
100.9,1.0,8098.0
100.9,1.0,8104.0
100.8,1.0,8097.0
100.9,1.0,8088.0
100.9,1.0,8088.0
100.8,1.0,8085.0
100.8,1.0,8116.0
100.8,1.0,8097.0
100.7,1.0,8107.0
100.8,1.0,8113.0
100.8,1.0,8094.0
100.7,1.0,8102.0
100.7,1.0,8100.0
100.6,1.0,8096.0
100.6,1.0,8118.0
100.7,1.0,8107.0
100.7,1.0,8099.0
100.6,1.0,8112.0
100.7,1.0,8101.0
100.7,1.0,8109.0
100.6,1.0,8106.0
100.6,1.0,8104.0
100.5,1.0,8112.0
100.6,1.0,8100.0
100.5,1.0,8101.0
100.6,1.0,8109.0
100.6,1.0,8103.0
100.8,1.0,8109.0
100.8,1.0,8107.0
100.8,1.0,8089.0
100.9,1.0,8098.0
100.9,1.0,8106.0
100.8,1.0,8098.0
100.8,1.0,8111.0
100.8,1.0,8104.0
100.8,1.0,8091.0
100.8,1.0,8103.0
100.8,1.0,8084.0
100.8,1.0,8105.0
100.8,1.0,8099.0
100.8,1.0,8096.0
100.8,1.0,8094.0
100.7,1.0,8079.0
100.5,1.0,8091.0
100.6,1.0,8095.0
100.5,1.0,8093.0
100.5,1.0,8089.0
100.6,1.0,8088.0
100.8,1.0,8085.0
100.8,1.0,8089.0
100.7,1.0,8085.0
100.8,1.0,8088.0
100.8,1.0,8088.0
100.9,1.0,8089.0
101.0,1.0,8083.0
101.0,1.0,8091.0
100.9,1.0,8087.0
101.0,1.0,8105.0
100.8,1.0,8090.0
100.8,1.0,8103.0
100.8,1.0,8091.0
100.9,1.0,8097.0
100.8,1.0,8103.0
100.8,1.0,8095.0
100.8,1.0,8090.0
100.8,1.0,8087.0
100.8,1.0,8091.0
100.8,1.0,8097.0
100.9,1.0,8099.0
100.9,1.0,8085.0
100.9,1.0,8101.0
101.0,1.0,8089.0
101.0,1.0,8088.0
100.9,1.0,8095.0
100.9,1.0,8092.0
100.8,1.0,8098.0
100.8,1.0,8109.0
101.0,1.0,8081.0
100.9,1.0,8097.0
100.8,1.0,8089.0
100.7,1.0,8093.0
100.5,1.0,8105.0
100.4,1.0,8087.0
100.5,1.0,8093.0
100.3,1.0,8095.0
100.3,1.0,8082.0
100.3,1.0,8100.0
100.4,1.0,8099.0
100.3,1.0,8089.0
100.3,1.0,8101.0
100.4,1.0,8091.0
100.5,1.0,8092.0
100.4,1.0,8095.0
100.5,1.0,8085.0
100.5,1.0,8096.0
100.6,1.0,8094.0
100.7,1.0,8090.0
100.5,1.0,8089.0
100.5,1.0,8086.0
100.5,1.0,8092.0
100.5,1.0,8107.0
100.4,1.0,8092.0
100.5,1.0,8095.0
100.4,1.0,8094.0
100.4,1.0,8086.0
100.2,1.0,8109.0
100.4,1.0,8086.0
100.4,1.0,8082.0
100.5,1.0,8096.0
100.4,1.0,8084.0
100.4,1.0,8088.0
100.3,1.0,8104.0
100.3,1.0,8084.0
100.3,1.0,8087.0
100.3,1.0,8095.0
100.4,1.0,8091.0
100.6,1.0,8085.0
100.8,1.0,8081.0
100.8,1.0,8095.0
100.7,1.0,8087.0
100.7,1.0,8087.0
100.7,1.0,8090.0
100.8,1.0,8082.0
100.9,1.0,8080.0
100.9,1.0,8089.0
100.8,1.0,8086.0
100.7,1.0,8096.0
100.8,1.0,8089.0
100.9,1.0,8072.0
100.9,1.0,8074.0
100.8,1.0,8088.0
100.8,1.0,8084.0
100.8,1.0,8072.0
100.8,1.0,8078.0
100.8,1.0,8077.0
100.7,1.0,8066.0
100.7,1.0,8070.0
100.7,1.0,8081.0
100.7,1.0,8072.0
100.7,1.0,8076.0
100.8,1.0,8078.0
100.8,1.0,8070.0
100.8,1.0,8075.0
100.9,1.0,8080.0
100.7,1.0,8071.0
100.7,1.0,8075.0
100.7,1.0,8069.0
100.6,1.0,8074.0
100.7,1.0,8082.0
100.5,1.0,8076.0
100.7,1.0,8079.0
100.8,1.0,8089.0
100.8,1.0,8085.0
100.7,1.0,8093.0
100.7,1.0,8082.0
100.7,1.0,8082.0
100.6,1.0,8095.0
100.6,1.0,8077.0
100.7,1.0,8089.0
100.6,1.0,8088.0
100.7,1.0,8075.0
100.6,1.0,8090.0
100.7,1.0,8090.0
100.8,1.0,8079.0
100.9,1.0,8087.0
100.8,1.0,8077.0
100.7,1.0,8087.0
100.8,1.0,8089.0
100.7,1.0,8071.0
100.6,1.0,8078.0
100.6,1.0,8074.0
100.6,1.0,8073.0
100.6,1.0,8086.0
100.6,1.0,8073.0
100.6,1.0,8077.0
100.6,1.0,8085.0
100.6,1.5,8068.0
100.7,1.5,8069.0
100.8,1.5,8074.0
100.8,1.5,8067.0
100.8,1.5,8081.0
100.8,1.5,8072.0
100.6,1.5,8059.0
100.6,1.5,8073.0
100.6,1.5,8063.0
100.6,1.5,8065.0
100.7,1.5,8082.0
100.5,1.5,8063.0
100.5,1.5,8074.0
100.8,1.5,8070.0
100.8,1.5,8059.0
100.6,1.5,8075.0
100.7,1.5,8071.0
100.7,1.5,8083.0
100.6,1.5,8082.0
100.7,1.5,8074.0
100.8,1.5,8080.0
100.8,1.5,8073.0
100.9,1.5,8079.0
100.8,1.5,8090.0
100.8,1.5,8077.0
100.7,1.5,8096.0
100.7,1.5,8085.0
100.7,1.5,8079.0
100.8,1.5,8088.0
100.9,1.5,8098.0
100.9,1.5,8093.0
100.8,1.5,8081.0
100.8,1.5,8084.0
100.8,1.5,8078.0
100.9,1.5,8097.0
100.7,1.5,8085.0
100.7,1.5,8086.0
100.7,1.5,8066.0
100.9,1.5,8080.0
100.8,1.5,8087.0
100.8,1.5,8080.0
100.8,1.5,8085.0
100.8,1.5,8083.0
100.8,1.5,8080.0
100.9,1.5,8076.0
100.9,1.5,8069.0
100.8,1.5,8067.0
100.9,1.5,8079.0
100.8,1.5,8088.0
100.8,1.5,8073.0
100.9,1.5,8067.0
100.9,1.5,8072.0
100.8,1.5,8065.0
100.7,1.5,8074.0
100.7,1.5,8070.0
100.6,1.5,8084.0
100.8,1.5,8061.0
100.7,1.5,8065.0
100.8,1.5,8069.0
100.9,1.5,8053.0
101.1,1.5,8063.0
101.0,1.5,8059.0
100.9,1.5,8059.0
100.8,1.5,8069.0
100.9,1.5,8056.0
101.1,1.5,8064.0
100.9,1.5,8066.0
100.8,1.5,8047.0
100.9,1.5,8054.0
100.9,1.5,8057.0
100.9,1.5,8055.0
100.8,1.5,8064.0
100.9,1.5,8058.0
100.9,1.5,8046.0
101.0,1.5,8060.0
101.0,1.5,8049.0
101.0,1.5,8061.0
101.0,1.5,8061.0
101.0,1.5,8049.0
101.1,1.5,8063.0
101.1,1.5,8057.0
101.1,1.5,8047.0
101.1,1.5,8056.0
101.1,1.5,8043.0
101.2,1.5,8062.0
101.4,1.5,8058.0
101.3,1.5,8045.0
101.3,1.5,8052.0
101.2,1.5,8051.0
101.2,1.5,8039.0
101.2,1.5,8057.0
101.2,1.5,8045.0
101.0,1.5,8044.0
101.0,1.5,8042.0
101.0,1.5,8032.0
101.0,1.5,8048.0
101.1,1.5,8052.0
101.1,1.5,8037.0
101.2,1.5,8040.0
101.2,1.5,8035.0
101.2,1.5,8039.0
101.2,1.5,8049.0
101.0,1.5,8040.0
101.2,1.5,8043.0
101.3,1.5,8039.0
101.3,1.5,8046.0
101.5,1.5,8043.0
101.4,1.5,8033.0
101.2,1.5,8034.0
101.3,1.5,8053.0
101.2,1.5,8035.0
101.2,1.5,8039.0
101.0,1.5,8025.0
101.0,1.5,8037.0
101.1,1.5,8038.0
100.9,1.5,8018.0
100.8,1.5,8047.0
101.0,1.5,8038.0
101.0,1.5,8026.0
101.0,1.5,8033.0
101.1,1.5,8035.0
100.9,1.5,8038.0
101.0,1.5,8041.0
101.2,1.5,8035.0
101.2,1.5,8033.0
101.1,1.5,8033.0
101.3,1.5,8032.0
101.5,1.5,8034.0
101.5,1.5,8036.0
101.5,1.5,8021.0
101.5,1.5,8032.0
101.3,1.5,8021.0
101.5,1.5,8033.0
101.6,1.5,8028.0
101.6,1.5,8023.0
101.3,1.5,8031.0
101.3,1.5,8024.0
101.0,1.5,8026.0
101.1,1.5,8034.0
101.1,1.5,8019.0
101.1,1.5,8025.0
101.0,1.5,8035.0
101.0,1.5,8019.0
101.2,1.5,8024.0
101.2,1.5,8025.0
100.9,1.5,8022.0
100.7,1.5,8034.0
100.9,1.5,8035.0
100.9,1.5,8027.0
100.8,1.5,8033.0
100.8,1.5,8018.0
100.7,1.5,8045.0
100.8,1.5,8032.0
100.8,1.5,8028.0
100.8,1.5,8041.0
100.8,1.5,8031.0
100.9,1.5,8033.0
101.0,1.5,8047.0
101.1,1.5,8032.0
100.9,1.5,8047.0
100.8,1.5,8043.0
100.8,1.5,8033.0
100.8,1.5,8054.0
101.0,1.5,8049.0
100.9,1.5,8043.0
101.0,1.5,8054.0
101.1,1.5,8041.0
101.0,1.5,8046.0
101.0,1.5,8051.0
101.0,1.5,8049.0
101.1,1.5,8057.0
100.9,1.5,8059.0
101.1,1.5,8051.0
101.0,1.5,8062.0
101.0,1.5,8049.0
101.1,1.5,8053.0
101.1,1.5,8074.0
101.1,1.5,8054.0
101.1,1.5,8058.0
101.3,1.5,8064.0
101.2,1.5,8058.0
101.3,1.5,8071.0
101.3,1.5,8061.0
101.4,1.5,8058.0
101.3,1.5,8070.0
101.3,1.5,8059.0
101.4,1.5,8059.0
101.5,1.5,8074.0
101.3,1.5,8063.0
101.3,1.5,8069.0
101.2,1.5,8064.0
101.0,1.5,8068.0
101.0,1.5,8067.0
101.2,1.5,8060.0
101.1,1.5,8071.0
101.1,1.5,8063.0
101.0,1.5,8060.0
101.0,1.5,8062.0
101.0,1.5,8059.0
100.9,1.5,8055.0
100.9,1.5,8072.0
101.0,1.5,8065.0
100.9,1.5,8057.0
101.0,1.5,8066.0
100.9,1.5,8052.0
101.1,1.5,8058.0
101.0,1.5,8062.0
100.9,1.5,8075.0
100.9,1.5,8064.0
100.8,1.5,8059.0
100.8,1.5,8069.0
100.9,1.5,8056.0
100.9,1.5,8062.0
101.0,1.5,8074.0
100.9,1.5,8065.0
101.0,1.5,8069.0
101.0,1.5,8079.0
100.9,1.5,8069.0
101.0,1.5,8065.0
100.9,1.5,8080.0
100.9,1.5,8072.0
101.0,1.5,8075.0
101.1,1.5,8081.0
101.1,1.5,8065.0
101.0,1.5,8079.0
100.8,1.5,8095.0
100.9,1.5,8079.0
100.9,1.5,8079.0
101.0,1.5,8071.0
101.0,1.5,8084.0
100.9,1.5,8067.0
101.0,1.5,8078.0
101.1,1.5,8087.0
101.1,1.5,8062.0
101.0,1.5,8071.0
101.1,1.5,8075.0
100.9,1.5,8067.0
101.0,1.5,8085.0
101.0,1.5,8088.0
101.0,1.5,8071.0
100.8,1.5,8082.0
100.8,1.5,8076.0
100.8,1.5,8068.0
101.0,1.5,8073.0
101.0,1.5,8073.0
101.0,1.5,8072.0
100.8,1.5,8066.0
100.6,1.5,8066.0
100.6,1.5,8078.0
100.6,1.5,8057.0
100.6,1.5,8061.0
100.6,1.5,8079.0
100.6,1.5,8069.0
100.6,1.5,8078.0
100.5,1.5,8065.0
100.4,1.5,8057.0
100.5,1.5,8079.0
100.6,1.5,8070.0
100.6,1.5,8062.0
100.6,1.5,8072.0
100.6,1.5,8068.0
100.5,1.5,8077.0
100.5,1.5,8083.0
100.4,1.5,8065.0
100.5,1.5,8066.0
100.6,1.5,8073.0
100.6,1.5,8071.0
100.7,1.5,8085.0
100.6,1.5,8072.0
100.7,1.5,8070.0
100.5,1.5,8073.0
100.5,1.5,8057.0
100.4,1.5,8068.0
100.3,1.5,8070.0
100.2,1.5,8064.0
100.2,1.5,8078.0
100.3,1.5,8063.0
100.3,1.5,8066.0
100.5,1.5,8074.0
100.7,1.5,8058.0
100.7,1.5,8072.0
100.7,1.5,8077.0
100.6,1.5,8064.0
100.7,1.5,8074.0
100.8,1.5,8060.0
100.6,1.5,8072.0
100.6,1.5,8066.0
100.6,1.5,8070.0
100.7,1.5,8078.0
100.8,1.5,8070.0
100.9,1.5,8073.0
100.8,1.5,8066.0
100.7,1.5,8075.0
100.6,1.5,8075.0
100.7,1.5,8076.0
100.8,1.5,8060.0
100.8,1.5,8063.0
100.7,1.5,8072.0
100.7,1.5,8065.0
100.7,1.5,8078.0
100.7,1.5,8059.0
100.8,1.5,8061.0
100.9,1.5,8076.0
100.9,1.5,8063.0
100.9,1.5,8077.0
100.9,1.5,8070.0
100.9,1.5,8079.0
100.8,1.5,8083.0
100.9,1.5,8065.0
100.7,1.5,8071.0
100.8,1.5,8069.0
100.8,1.5,8062.0
100.8,1.5,8072.0
100.7,1.5,8082.0
100.7,1.5,8066.0
100.7,1.5,8066.0
100.6,1.5,8062.0
100.5,1.5,8064.0
100.4,1.5,8081.0
100.3,1.5,8071.0
100.3,1.5,8058.0
100.4,1.5,8068.0
100.5,1.5,8060.0
100.6,1.5,8074.0
100.7,1.5,8058.0
100.8,1.5,8069.0
100.7,1.5,8070.0
100.8,1.5,8052.0
100.9,1.5,8073.0
100.8,1.5,8063.0
100.8,1.5,8060.0
100.8,1.5,8073.0
100.8,1.5,8059.0
100.7,1.5,8060.0
100.5,1.5,8061.0
100.6,1.5,8054.0
100.7,1.5,8062.0
100.7,1.5,8068.0
100.7,1.5,8063.0
100.8,1.5,8064.0
100.6,1.5,8064.0
100.5,1.5,8058.0
100.4,1.5,8077.0
100.3,1.5,8056.0
100.6,1.5,8065.0
100.7,1.5,8077.0
100.7,1.5,8059.0
100.8,1.5,8071.0
100.5,1.5,8065.0
100.4,1.5,8061.0
100.5,1.5,8075.0
100.6,1.5,8065.0
100.7,1.5,8064.0
100.8,1.5,8080.0
100.7,1.5,8069.0
100.5,1.5,8075.0
100.5,1.5,8077.0
100.4,1.5,8067.0
100.3,1.5,8082.0
100.4,1.5,8080.0
100.2,1.5,8076.0
100.2,1.5,8092.0
100.3,1.5,8073.0
100.2,1.5,8076.0
100.3,1.5,8075.0
100.1,1.5,8073.0
100.2,1.5,8089.0
100.4,1.5,8085.0
100.5,1.5,8083.0
100.5,1.5,8084.0
100.5,1.5,8069.0
100.4,1.5,8075.0
100.4,1.5,8081.0
100.8,1.5,8079.0
100.9,1.5,8083.0
100.9,1.5,8080.0
100.8,1.5,8066.0
100.8,1.5,8083.0
100.8,1.5,8070.0
100.7,1.5,8072.0
100.7,1.5,8069.0
100.7,1.5,8076.0
100.6,1.5,8078.0
100.5,1.5,8070.0
100.7,1.5,8068.0
100.6,1.5,8071.0
100.8,1.5,8069.0
100.9,1.5,8068.0
101.0,1.5,8062.0
101.2,1.5,8065.0
101.1,1.5,8067.0
101.0,1.5,8070.0
101.2,1.5,8065.0
101.1,1.5,8078.0
101.1,1.5,8059.0
101.2,1.5,8055.0
101.1,1.5,8069.0
101.2,1.5,8063.0
101.0,1.5,8068.0
100.9,1.5,8061.0
100.7,1.5,8065.0
100.8,1.5,8063.0
100.8,1.5,8058.0
100.8,1.5,8080.0
100.7,1.5,8076.0
100.6,1.5,8071.0
100.7,1.5,8076.0
100.8,1.5,8066.0
100.8,1.5,8069.0
100.9,1.5,8080.0
101.1,1.5,8075.0
101.2,1.5,8077.0
101.2,1.5,8088.0
101.2,1.5,8078.0
101.1,1.5,8075.0
101.1,1.5,8077.0
101.0,1.5,8073.0
101.2,1.5,8083.0
101.2,1.5,8085.0
101.0,1.5,8081.0
100.9,1.5,8074.0
100.9,1.5,8065.0
101.0,1.5,8086.0
101.1,1.5,8077.0
101.1,1.5,8073.0
101.2,1.5,8084.0
101.1,1.5,8062.0
101.1,1.5,8078.0
101.0,1.5,8088.0
100.9,1.5,8079.0
100.8,1.5,8082.0
100.7,1.5,8081.0
100.6,1.5,8064.0
100.7,1.5,8075.0
100.5,1.5,8080.0
100.6,1.5,8080.0
100.6,1.5,8075.0
100.7,1.5,8079.0
100.8,1.5,8075.0
100.8,1.5,8076.0
100.8,1.5,8067.0
100.8,1.5,8082.0
100.9,1.5,8068.0
100.9,1.5,8067.0
100.9,1.5,8085.0
101.0,1.5,8061.0
100.9,1.5,8071.0
100.8,1.5,8073.0
100.8,1.5,8057.0
100.9,1.5,8081.0
101.0,1.5,8066.0
101.0,1.5,8068.0
101.0,1.5,8079.0
101.0,1.5,8075.0
101.1,1.5,8071.0
101.1,1.5,8081.0
101.0,1.5,8063.0
101.1,1.5,8075.0
101.2,1.5,8073.0
101.1,1.5,8076.0
101.2,1.5,8088.0
101.2,1.5,8067.0
101.1,1.5,8069.0
101.0,1.5,8071.0
101.0,1.5,8073.0
101.0,1.5,8084.0
101.1,1.5,8079.0
101.0,1.5,8063.0
101.0,1.5,8070.0
101.1,1.5,8071.0
101.1,1.5,8067.0
101.1,1.5,8079.0
101.0,1.5,8065.0
100.9,1.5,8069.0
101.0,1.5,8087.0
101.0,1.5,8069.0
100.9,1.5,8068.0
100.9,1.5,8073.0
100.8,1.5,8084.0
100.8,1.5,8080.0
100.7,1.5,8073.0
100.7,1.5,8081.0
100.9,1.5,8073.0
100.8,1.5,8073.0
100.7,1.5,8086.0
100.9,1.5,8080.0
100.9,1.5,8072.0
101.0,1.5,8079.0
100.9,1.5,8067.0
100.8,1.5,8081.0
100.8,1.5,8089.0
101.0,1.5,8079.0
101.0,1.5,8074.0
100.8,1.5,8081.0
100.7,1.5,8070.0
100.6,1.5,8078.0
100.5,1.5,8078.0
100.6,1.5,8099.0
100.4,1.5,8079.0
100.5,1.5,8082.0
100.5,1.5,8084.0
100.4,1.5,8075.0
100.5,1.5,8091.0
100.6,1.5,8102.0
100.7,1.5,8081.0
100.8,1.5,8084.0
100.8,1.5,8085.0
100.5,1.5,8075.0
100.4,1.5,8086.0
100.3,1.5,8088.0
100.3,1.5,8085.0
100.3,1.5,8088.0
100.4,1.5,8080.0
100.4,1.5,8071.0
100.5,1.5,8079.0
100.5,1.5,8077.0
100.5,1.5,8091.0
100.6,1.5,8081.0
100.4,1.5,8079.0
100.6,1.5,8088.0
100.5,1.5,8066.0
100.4,1.5,8083.0
100.4,1.5,8087.0
100.5,1.5,8067.0
100.6,1.5,8084.0
100.5,1.5,8071.0
100.6,1.5,8073.0
100.7,1.5,8093.0
100.7,1.5,8079.0
100.8,1.5,8074.0
100.9,1.5,8088.0
100.9,1.5,8075.0
100.9,1.5,8076.0
101.1,1.5,8085.0
100.9,1.5,8079.0
100.8,1.5,8086.0
100.9,1.5,8075.0
100.7,1.5,8075.0
100.6,1.5,8087.0
100.7,1.5,8079.0
100.7,1.5,8087.0
100.7,1.5,8087.0
100.7,1.5,8084.0
100.8,1.5,8099.0
100.8,1.5,8084.0
100.7,1.5,8085.0
100.6,1.5,8102.0
100.7,1.5,8083.0
100.6,1.5,8088.0
100.6,1.5,8100.0
100.6,1.5,8083.0
100.5,1.5,8097.0
100.5,1.5,8103.0
100.5,1.5,8096.0
100.4,1.5,8099.0
100.4,1.5,8092.0
100.5,1.5,8092.0
100.4,1.5,8102.0
100.3,1.5,8101.0
100.5,1.5,8103.0
100.7,1.5,8095.0
100.9,1.5,8083.0
100.9,1.5,8085.0
100.9,1.5,8089.0
100.9,1.5,8089.0
100.8,1.5,8103.0
100.9,1.5,8083.0
101.0,1.5,8089.0
100.9,1.5,8093.0
100.8,1.5,8091.0
100.9,1.5,8096.0
100.9,1.5,8092.0
100.8,1.5,8096.0
100.7,1.5,8083.0
100.7,1.5,8085.0
100.6,1.5,8096.0
100.6,1.5,8082.0
100.5,1.5,8083.0
100.4,1.5,8089.0
100.5,1.5,8083.0
100.6,1.5,8084.0
100.5,1.5,8084.0
100.3,1.5,8081.0
100.3,1.5,8089.0
100.4,1.5,8071.0
100.4,1.5,8075.0
100.4,1.5,8077.0
100.3,1.5,8082.0
100.4,1.5,8088.0
100.5,1.5,8094.0
100.5,1.5,8087.0
100.7,1.5,8096.0
100.6,1.5,8072.0
100.7,1.5,8086.0
100.7,1.5,8102.0
100.8,1.5,8092.0
101.0,1.5,8098.0
101.0,1.5,8101.0
101.0,1.5,8085.0
101.0,1.5,8098.0
101.0,1.5,8101.0
101.1,1.5,8101.0
101.0,1.5,8109.0
100.9,1.5,8101.0
101.0,1.5,8102.0
101.1,1.5,8104.0
101.1,1.5,8095.0
101.2,1.5,8104.0
101.1,1.5,8106.0
101.1,1.5,8103.0
101.2,1.8,8105.0
101.1,1.7,8094.0
101.0,1.7,8100.0
101.1,1.7,8105.0
101.1,1.8,8093.0
101.1,1.7,8116.0
101.0,1.8,8105.0
101.0,1.7,8087.0
101.1,1.7,8105.0
101.0,1.7,8064.0
100.9,1.8,8050.0
100.7,1.8,8065.0
100.6,1.8,8021.0
100.7,1.8,8012.0
100.5,1.8,8035.0
100.5,1.8,8037.0
100.5,1.7,8039.0
100.5,1.7,8031.0
100.3,1.7,8007.0
100.1,1.8,8016.0
100.1,1.7,8002.0
100.2,1.7,8023.0
100.0,1.7,8014.0
100.0,1.8,8015.0
99.9,1.8,8026.0
99.9,1.7,8019.0
99.9,1.7,8021.0
99.9,1.7,8028.0
99.8,1.8,8018.0
99.7,1.7,8034.0
99.6,1.8,8037.0
99.6,1.7,8033.0
99.4,1.8,8025.0
99.3,1.8,8027.0
99.4,1.7,8013.0
99.3,1.8,8030.0
99.3,1.8,8023.0
99.4,1.7,8026.0
99.4,1.7,8024.0
99.4,1.7,8022.0
99.3,1.8,8034.0
99.2,1.8,8027.0
99.2,1.7,8026.0
99.3,1.7,8031.0
99.4,1.7,8021.0
99.3,1.7,8035.0
99.4,1.7,8025.0
99.1,1.8,8027.0
99.0,1.8,8044.0
98.8,1.8,8016.0
98.9,1.7,8031.0
98.9,1.8,8009.0
98.8,1.8,8018.0
98.8,1.8,8023.0
98.7,1.8,8013.0
98.6,1.7,8017.0
98.7,1.7,8020.0
98.7,1.8,8004.0
98.7,1.7,8027.0
98.7,1.7,8027.0
98.6,1.8,8022.0
98.6,1.7,8032.0
98.5,1.8,8019.0
98.4,1.8,8017.0
98.4,1.8,8022.0
98.4,1.8,8012.0
98.6,1.7,8006.0
98.6,1.8,8029.0
98.6,1.8,8012.0
98.5,1.7,8015.0
98.6,1.7,8008.0
98.6,1.8,8019.0
98.7,1.7,8033.0
98.6,1.8,8008.0
98.6,1.7,8023.0
98.5,1.8,8021.0
98.4,1.8,8009.0
98.3,1.8,8024.0
98.2,1.8,8017.0
98.2,1.7,8009.0
98.3,1.7,8018.0
98.3,1.7,8003.0
98.3,1.7,8003.0
98.3,1.8,8022.0
98.3,1.8,8006.0
98.2,1.8,8008.0
98.2,1.8,8015.0
98.3,1.7,8002.0
98.3,1.8,8014.0
98.3,1.8,7996.0
98.5,1.7,8024.0
98.6,1.7,8017.0
98.6,1.8,8002.0
98.7,1.7,8011.0
98.6,1.8,8000.0
98.6,1.8,7997.0
98.5,1.8,8014.0
98.4,1.8,8000.0
98.4,1.7,7996.0
98.5,1.8,8006.0
98.5,1.7,7990.0
98.4,1.8,8001.0
98.3,1.7,8004.0
98.4,1.7,8002.0
98.2,1.8,8013.0
98.2,1.8,8009.0
98.2,1.7,7994.0
98.3,1.7,7993.0
98.2,1.8,8000.0
98.0,1.8,8006.0
98.0,1.8,7999.0
98.2,1.7,7998.0
98.3,1.7,8028.0
98.5,1.7,8024.0
98.5,1.7,8021.0
98.5,1.7,8042.0
98.6,1.7,8033.0
98.6,1.8,8032.0
98.6,1.7,8031.0
98.9,1.7,8016.0
99.0,1.7,8038.0
99.0,1.8,8041.0
99.1,1.7,8039.0
99.3,1.7,8031.0
99.3,1.7,8035.0
99.5,1.7,8027.0
99.5,1.7,8083.0
99.6,1.8,8089.0
99.6,1.7,8086.0
99.7,1.7,8080.0
100.0,1.7,8074.0
100.0,1.7,8068.0
100.0,1.7,8062.0
100.0,1.7,8068.0
100.0,1.7,8077.0
100.1,1.7,8059.0
100.2,1.7,8083.0
100.1,1.7,8070.0
100.0,1.7,8054.0
100.0,1.8,8080.0
100.0,1.7,8074.0
100.1,1.7,8077.0
100.1,1.8,8070.0
100.0,1.7,8059.0
100.1,1.7,8071.0
100.2,1.8,8074.0
100.2,1.7,8070.0
100.3,1.7,8077.0
100.2,1.8,8069.0
100.2,1.8,8077.0
100.1,1.8,8071.0
99.9,1.8,8069.0
99.8,1.7,8079.0
99.8,1.7,8078.0
99.8,1.7,8071.0
100.0,1.7,8074.0
100.1,1.7,8068.0
100.2,1.7,8059.0
100.2,1.7,8086.0
100.2,1.7,8069.0
100.3,1.7,8062.0
100.4,1.8,8080.0
100.3,1.8,8062.0
100.3,1.7,8074.0
100.2,1.8,8083.0
100.2,1.7,8078.0
100.3,1.8,8080.0
100.4,1.7,8065.0
100.5,1.7,8088.0
100.5,1.8,8082.0
